dataset,layer,mean_gold_logit,mean_gold_margin,mean_gold_prob,mean_gold_rank,mean_median_gold_rank,mean_token_count,median_gold_margin,median_gold_rank,method,n_rows,n_samples,receiver_prompt_mode,token_group
gsm8k,27,9.310372620939317,-2.4714249036135874,0.29628452927704363,1402.863246888478,4.4140625,120.828125,-2.4706964532479168,1217.113047235023,mse_then_ce,64,64,context_unaware,all_answer_tokens
gsm8k,28,10.482009712511784,-2.290784099826138,0.33501256764453247,911.0810138337486,3.203125,120.828125,-2.2227199367336086,667.3190357142857,mse_then_ce,64,64,context_unaware,all_answer_tokens
gsm8k,29,12.40801482131771,-1.1563327546925146,0.4398526539302561,514.6829084459351,1.75,120.828125,-1.1696622680576683,259.60878956184433,mse_then_ce,64,64,context_unaware,all_answer_tokens
gsm8k,30,13.025311958713798,-0.8018439319914061,0.46443413175841264,428.6661748462265,1.6015625,120.828125,-0.7280373878710846,210.75635481797462,mse_then_ce,64,64,context_unaware,all_answer_tokens
gsm8k,31,14.51197912481491,-0.7175936973705433,0.4777296083762099,377.8086320160274,1.671875,120.828125,-0.6321400107471631,189.5988372093023,mse_then_ce,64,64,context_unaware,all_answer_tokens
gsm8k,32,17.377569153163194,0.5290544954300003,0.5391647043479534,329.1785359119093,1.25,120.828125,0.7064711228820232,151.09405761436017,mse_then_ce,64,64,context_unaware,all_answer_tokens
gsm8k,33,19.806115715293657,1.6243212893559993,0.5771886153610306,213.95263503737172,1.15625,120.828125,1.7588997586342985,65.88999660614289,mse_then_ce,64,64,context_unaware,all_answer_tokens
gsm8k,34,19.162925397287875,2.9004640990086274,0.6216231674531585,124.20512690373594,1.0625,120.828125,2.87629527552284,48.377896733974794,mse_then_ce,64,64,context_unaware,all_answer_tokens
gsm8k,35,33.925949265695216,0.19285040361743291,0.49924225493476454,331.8020250278009,1.4609375,120.828125,0.02389839491217444,235.96271367521368,mse_then_ce,64,64,context_unaware,all_answer_tokens
gsm8k,0,1.3934522581843978,-13.091336962838469,0.00023487144589606803,81778.5700558799,88921.625,46.140625,-12.84572420987216,80062.33178294574,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,1,1.240500025372189,-13.649313274753643,8.829813076324093e-06,100853.60536843265,115263.2890625,46.140625,-13.50143710049716,100542.20416666666,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,2,0.4973931375920764,-14.253144286382106,4.338508178265865e-06,109793.43658541508,125371.3203125,46.140625,-14.080373773852916,109043.78571428571,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,3,-0.07143530538938106,-14.394620904782846,1.3935037561018717e-06,112590.28663443429,128642.9453125,46.140625,-14.29839095535812,109831.1510989011,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,4,-0.3391755779635264,-12.637833101054865,1.8778356303732914e-06,112272.67337799445,129344.859375,46.140625,-12.625797759205042,113859.77934059285,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,5,-0.26646838456962063,-11.321890021828477,3.104580635799765e-06,104064.25521066056,122522.515625,46.140625,-11.289519550969874,104302.36,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,6,-0.5932985658522851,-11.585790917610618,2.433075067586321e-06,105221.03669996935,121401.359375,46.140625,-11.583590385241386,105382.99507389162,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,7,-0.5648836116775995,-11.61227778869548,3.156387379476734e-06,100216.1950013036,111655.59375,46.140625,-11.628571160654987,100779.18603411515,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,8,-0.9903298759821781,-12.22680917835956,2.7873147851157747e-06,101412.70157429346,111827.3515625,46.140625,-12.227324012537707,102598.5685618729,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,9,-0.7397092048153731,-12.56324140399229,2.9943363053870735e-06,99546.88961128223,108513.328125,46.140625,-12.624335229972608,99370.5775862069,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,10,-0.8176523118490987,-12.120401191173967,4.86907961689244e-06,97421.88467799143,106609.0703125,46.140625,-12.029996549166167,97031.27838114754,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,11,-0.9898718284845431,-11.733858862444766,6.089870925663376e-06,99009.10446299314,110352.703125,46.140625,-11.803706146816037,100685.42,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,12,-0.9209911065498484,-11.00101850065512,9.305831750083352e-06,89333.55182690453,96424.921875,46.140625,-11.039149373812766,87395.1198471926,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,13,-0.3861442580952454,-10.139674167940965,2.48832232587031e-05,68233.59543439769,64030.734375,46.140625,-10.244662640058673,67839.74264705883,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,14,-0.7909301993183832,-9.998878013948673,1.4296349814777056e-05,71929.88339822953,69990.09375,46.140625,-9.959345224741343,71721.5073885659,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,15,-0.6562879145186546,-10.338713568648993,2.3991955470536736e-05,70451.79593256689,68524.5078125,46.140625,-10.187822512741372,69236.97261904762,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,16,-0.2920756774895522,-9.530313180646711,6.029673064318635e-05,54769.82562797129,44078.9296875,46.140625,-9.52462142553085,53436.91311300639,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,17,0.5304448570711333,-8.440660119740294,0.00023748263521262982,38875.40368673614,24452.359375,46.140625,-8.466140096501787,36592.84209302325,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,18,0.7996468866375166,-7.806367246115019,0.0007844758911110177,31373.354264656737,15298.9609375,46.140625,-7.763688578750148,30426.90335648148,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,19,1.2672849125453114,-7.579396971335019,0.0008198928793853268,22769.683521059644,10076.4140625,46.140625,-7.571435427636599,20155.602380952383,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,20,1.6752022217313314,-7.023406906389092,0.002535864022006227,17163.95446450409,5421.8125,46.140625,-6.922029969186494,16132.660572337043,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,21,2.010336172365925,-6.839813124695909,0.00383712886360531,18648.568693097703,5127.3125,46.140625,-6.85735090952071,17044.132352941175,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,22,4.159817774364266,-4.959255037696503,0.030088579803156493,8322.26153194292,919.546875,46.140625,-4.91899834994612,7000.300800800801,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,23,5.4670403340355005,-3.8193370214532703,0.06620402545283675,2455.866314990728,108.375,46.140625,-3.732851282289759,1901.5306471306471,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,24,6.218603890560751,-2.368516608805746,0.12903149943258535,899.2792089651391,13.71875,46.140625,-2.226791844223485,627.9539969834088,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,25,6.8899919185466825,-2.14457832394329,0.16655207228984445,435.4381674128612,7.5625,46.140625,-2.117510267566688,257.46952104499275,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,26,7.471527980760428,-1.4240139046985008,0.24475723421455414,243.90822248019592,4.4453125,46.140625,-1.2826999389499392,132.33682219419924,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,27,8.653343597360003,-1.0280474632705776,0.31272295878320655,134.75427046477208,2.515625,46.140625,-1.0227363782051282,57.12249544626594,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,28,9.449095565241297,-0.7466764084957151,0.3698220111573093,103.14061485208991,2.4375,46.140625,-0.6239079301075269,40.6650521609538,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,29,11.697263397506491,1.0154288758637904,0.5495106969193575,60.716742939973216,1.1953125,46.140625,1.12485637397194,29.439285714285713,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,30,12.077059474120514,1.547638557351877,0.5634007166509525,88.63527813175428,1.1171875,46.140625,1.6452044547872342,33.09640522875817,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,31,13.293497309223373,1.358689160693534,0.5665355552047041,53.04526304011666,1.1328125,46.140625,1.6717604472140764,18.276061776061777,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,32,17.0600485153598,3.672787830428025,0.6560782709969305,14.126959307053221,1.0390625,46.140625,3.878125,7.700549450549451,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,33,21.464380908970913,5.137049004677493,0.6949551478631601,3.806773393320175,1.0234375,46.140625,5.843515625,2.9174880315404113,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,34,23.156536478999975,7.368028199802122,0.7819680478251269,1.6892217299212713,1.0,46.140625,7.730568910256411,1.5714285714285714,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,35,37.333350544301034,3.6944840258828644,0.6627495606182728,200.33852494928757,1.03125,46.140625,3.678764849755416,151.8051948051948,mse_then_ce,64,64,context_unaware,critical_tokens
gsm8k,0,0.9395717978477478,-12.619021952152252,1.399501408407e-07,101902.203125,101902.203125,1.0,-12.4921875,100024.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,1,-0.9770050048828125,-17.510208129882812,3.5777211353433988e-09,139898.15625,139898.15625,1.0,-17.7265625,146388.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,2,-0.9358444213867188,-18.17412567138672,3.919418871751173e-09,139118.53125,139118.53125,1.0,-17.7900390625,144168.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,3,-0.2984388619661331,-17.753516972064972,7.59240788496798e-09,134633.734375,134633.734375,1.0,-17.39111328125,141170.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,4,0.39865875244140625,-14.340599060058594,6.378638824738983e-08,125502.34375,125502.34375,1.0,-13.927734375,131425.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,5,1.5113525390625,-9.9700927734375,1.1316335960867563e-06,83309.1875,83309.1875,1.0,-9.939453125,88901.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,6,2.1357421875,-10.8564453125,1.482195936909625e-06,65338.859375,65338.859375,1.0,-10.375,50782.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,7,2.9780807495117188,-10.112739562988281,5.982328476011878e-06,36468.375,36468.375,1.0,-9.9375,26032.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,8,2.5590381622314453,-9.727094650268555,8.242053204210453e-06,31142.921875,31142.921875,1.0,-9.53125,20985.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,9,2.3543548583984375,-10.099746704101562,3.389034766376753e-06,37664.03125,37664.03125,1.0,-10.3515625,37717.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,10,1.9394760131835938,-10.138648986816406,3.4530341108673923e-06,48276.03125,48276.03125,1.0,-10.4296875,51146.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,11,2.4103779792785645,-7.9489970207214355,1.1559000522187723e-05,35572.140625,35572.140625,1.0,-7.578125,24041.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,12,2.3953399658203125,-8.368331909179688,1.537565126275009e-05,38774.328125,38774.328125,1.0,-8.69921875,39810.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,13,2.5866012573242188,-7.260078430175781,2.3488057032672316e-05,28126.8125,28126.8125,1.0,-7.5625,20981.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,14,2.3639488220214844,-8.174137115478516,3.6580313913070484e-05,23612.75,23612.75,1.0,-8.546875,15117.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,15,2.3793792724609375,-7.6567535400390625,8.837890504431734e-05,25934.53125,25934.53125,1.0,-7.3671875,6225.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,16,2.54974365234375,-6.86676025390625,0.00027322650387962,19192.984375,19192.984375,1.0,-6.8359375,3937.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,17,2.4098892211914062,-7.141868591308594,0.0003418726021173768,12752.171875,12752.171875,1.0,-6.875,1138.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,18,1.6296157836914062,-9.517845153808594,0.00010170786187480019,16102.203125,16102.203125,1.0,-9.44140625,3703.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,19,2.1635642051696777,-8.140146732330322,0.0001262312594305648,14736.171875,14736.171875,1.0,-7.890625,3260.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,20,2.1246414184570312,-7.165397644042969,0.0004285944060440361,8809.5,8809.5,1.0,-7.2265625,1880.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,21,2.991455078125,-7.420654296875,0.0010079790211318107,5409.765625,5409.765625,1.0,-7.75,1285.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,22,4.030723571777344,-5.412635803222656,0.026407237318940124,2361.0625,2361.0625,1.0,-6.296875,330.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,23,4.7569580078125,-6.7772216796875,0.039134826307290815,1856.625,1856.625,1.0,-7.4921875,143.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,24,4.072509765625,-5.428466796875,0.040002581100058165,1211.84375,1211.84375,1.0,-5.546875,43.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,25,5.28851318359375,-8.59039306640625,0.018021933830794756,1340.5625,1340.5625,1.0,-9.015625,69.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,26,5.51031494140625,-8.06097412109375,0.023713867967470492,718.125,718.125,1.0,-8.59375,45.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,27,5.436767578125,-8.386474609375,0.036863691358368034,626.078125,626.078125,1.0,-8.9609375,46.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,28,5.76611328125,-8.30810546875,0.059751363915002964,721.75,721.75,1.0,-9.109375,58.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,29,5.281982421875,-14.155517578125,0.0011302738232364723,575.765625,575.765625,1.0,-14.4375,79.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,30,4.97161865234375,-11.84185791015625,0.003328720611869114,507.984375,507.984375,1.0,-11.671875,72.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,31,4.92095947265625,-10.25775146484375,0.017328236637156613,514.015625,514.015625,1.0,-10.2421875,92.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,32,5.5966796875,-9.29296875,0.024510612099865006,401.953125,401.953125,1.0,-9.4375,89.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,33,5.5252685546875,-9.4962158203125,0.015645726072193902,452.375,452.375,1.0,-9.765625,74.0,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,34,5.460205078125,-5.890380859375,0.02289367589872704,331.703125,331.703125,1.0,-6.109375,46.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,35,24.3515625,-7.794921875,0.09372555706112962,215.078125,215.078125,1.0,-8.5,50.5,mse_then_ce,64,64,context_unaware,first_answer_token
gsm8k,0,1.3934522581843978,-13.091336962838469,0.00023487144589606803,81778.5700558799,88921.625,46.140625,-12.84572420987216,80062.33178294574,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,1,1.240500025372189,-13.649313274753643,8.829813076324093e-06,100853.60536843265,115263.2890625,46.140625,-13.50143710049716,100542.20416666666,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,2,0.4973931375920764,-14.253144286382106,4.338508178265865e-06,109793.43658541508,125371.3203125,46.140625,-14.080373773852916,109043.78571428571,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,3,-0.07143530538938106,-14.394620904782846,1.3935037561018717e-06,112590.28663443429,128642.9453125,46.140625,-14.29839095535812,109831.1510989011,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,4,-0.3391755779635264,-12.637833101054865,1.8778356303732914e-06,112272.67337799445,129344.859375,46.140625,-12.625797759205042,113859.77934059285,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,5,-0.26646838456962063,-11.321890021828477,3.104580635799765e-06,104064.25521066056,122522.515625,46.140625,-11.289519550969874,104302.36,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,6,-0.5932985658522851,-11.585790917610618,2.433075067586321e-06,105221.03669996935,121401.359375,46.140625,-11.583590385241386,105382.99507389162,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,7,-0.5648836116775995,-11.61227778869548,3.156387379476734e-06,100216.1950013036,111655.59375,46.140625,-11.628571160654987,100779.18603411515,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,8,-0.9903298759821781,-12.22680917835956,2.7873147851157747e-06,101412.70157429346,111827.3515625,46.140625,-12.227324012537707,102598.5685618729,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,9,-0.7397092048153731,-12.56324140399229,2.9943363053870735e-06,99546.88961128223,108513.328125,46.140625,-12.624335229972608,99370.5775862069,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,10,-0.8176523118490987,-12.120401191173967,4.86907961689244e-06,97421.88467799143,106609.0703125,46.140625,-12.029996549166167,97031.27838114754,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,11,-0.9898718284845431,-11.733858862444766,6.089870925663376e-06,99009.10446299314,110352.703125,46.140625,-11.803706146816037,100685.42,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,12,-0.9209911065498484,-11.00101850065512,9.305831750083352e-06,89333.55182690453,96424.921875,46.140625,-11.039149373812766,87395.1198471926,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,13,-0.3861442580952454,-10.139674167940965,2.48832232587031e-05,68233.59543439769,64030.734375,46.140625,-10.244662640058673,67839.74264705883,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,14,-0.7909301993183832,-9.998878013948673,1.4296349814777056e-05,71929.88339822953,69990.09375,46.140625,-9.959345224741343,71721.5073885659,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,15,-0.6562879145186546,-10.338713568648993,2.3991955470536736e-05,70451.79593256689,68524.5078125,46.140625,-10.187822512741372,69236.97261904762,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,16,-0.2920756774895522,-9.530313180646711,6.029673064318635e-05,54769.82562797129,44078.9296875,46.140625,-9.52462142553085,53436.91311300639,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,17,0.5304448570711333,-8.440660119740294,0.00023748263521262982,38875.40368673614,24452.359375,46.140625,-8.466140096501787,36592.84209302325,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,18,0.7996468866375166,-7.806367246115019,0.0007844758911110177,31373.354264656737,15298.9609375,46.140625,-7.763688578750148,30426.90335648148,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,19,1.2672849125453114,-7.579396971335019,0.0008198928793853268,22769.683521059644,10076.4140625,46.140625,-7.571435427636599,20155.602380952383,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,20,1.6752022217313314,-7.023406906389092,0.002535864022006227,17163.95446450409,5421.8125,46.140625,-6.922029969186494,16132.660572337043,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,21,2.010336172365925,-6.839813124695909,0.00383712886360531,18648.568693097703,5127.3125,46.140625,-6.85735090952071,17044.132352941175,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,22,4.159817774364266,-4.959255037696503,0.030088579803156493,8322.26153194292,919.546875,46.140625,-4.91899834994612,7000.300800800801,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,23,5.4670403340355005,-3.8193370214532703,0.06620402545283675,2455.866314990728,108.375,46.140625,-3.732851282289759,1901.5306471306471,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,24,6.218603890560751,-2.368516608805746,0.12903149943258535,899.2792089651391,13.71875,46.140625,-2.226791844223485,627.9539969834088,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,25,6.8899919185466825,-2.14457832394329,0.16655207228984445,435.4381674128612,7.5625,46.140625,-2.117510267566688,257.46952104499275,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,26,7.471527980760428,-1.4240139046985008,0.24475723421455414,243.90822248019592,4.4453125,46.140625,-1.2826999389499392,132.33682219419924,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,27,8.653343597360003,-1.0280474632705776,0.31272295878320655,134.75427046477208,2.515625,46.140625,-1.0227363782051282,57.12249544626594,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,28,9.449095565241297,-0.7466764084957151,0.3698220111573093,103.14061485208991,2.4375,46.140625,-0.6239079301075269,40.6650521609538,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,29,11.697263397506491,1.0154288758637904,0.5495106969193575,60.716742939973216,1.1953125,46.140625,1.12485637397194,29.439285714285713,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,30,12.077059474120514,1.547638557351877,0.5634007166509525,88.63527813175428,1.1171875,46.140625,1.6452044547872342,33.09640522875817,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,31,13.293497309223373,1.358689160693534,0.5665355552047041,53.04526304011666,1.1328125,46.140625,1.6717604472140764,18.276061776061777,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,32,17.0600485153598,3.672787830428025,0.6560782709969305,14.126959307053221,1.0390625,46.140625,3.878125,7.700549450549451,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,33,21.464380908970913,5.137049004677493,0.6949551478631601,3.806773393320175,1.0234375,46.140625,5.843515625,2.9174880315404113,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,34,23.156536478999975,7.368028199802122,0.7819680478251269,1.6892217299212713,1.0,46.140625,7.730568910256411,1.5714285714285714,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,35,37.333350544301034,3.6944840258828644,0.6627495606182728,200.33852494928757,1.03125,46.140625,3.678764849755416,151.8051948051948,mse_then_ce,64,64,context_unaware,numeric_tokens
gsm8k,0,1.0420845736049014,-15.771274775496128,0.0001316288038872108,90997.57852251662,103725.4453125,120.828125,-15.876633687552378,89746.6748916127,native,64,64,context_aware,all_answer_tokens
gsm8k,1,0.7040956825962621,-15.861094964113907,1.8978905560134095e-05,109114.22135108517,127225.03125,120.828125,-15.89442722126589,108281.13235294117,native,64,64,context_aware,all_answer_tokens
gsm8k,2,0.36670715253822245,-15.63480721741892,4.316709924601975e-05,111833.11162368748,130506.4609375,120.828125,-15.67709292530612,111779.95949288807,native,64,64,context_aware,all_answer_tokens
gsm8k,3,0.2044022982545416,-15.152378678091392,0.0001196363022431969,109593.5319794202,128049.7734375,120.828125,-15.19935097587019,109214.9201155462,native,64,64,context_aware,all_answer_tokens
gsm8k,4,0.3458500277310094,-12.925586012497071,0.00012730541309614713,101771.2039521633,119149.6484375,120.828125,-12.889463927975411,101192.19557846195,native,64,64,context_aware,all_answer_tokens
gsm8k,5,0.6649783335903803,-11.19288393103481,0.00021378315509960674,88808.3021927275,98712.03125,120.828125,-11.112039192643746,87516.08510638298,native,64,64,context_aware,all_answer_tokens
gsm8k,6,0.5862262716975623,-11.046753185689498,0.0002490438209941395,84924.48840078001,89806.796875,120.828125,-10.913869962169043,84840.7211269123,native,64,64,context_aware,all_answer_tokens
gsm8k,7,0.3713570639855517,-11.25239823553202,0.00033978882163899945,86479.78897745571,95019.3203125,120.828125,-11.169749415320783,85984.74174940246,native,64,64,context_aware,all_answer_tokens
gsm8k,8,0.5232326994936664,-11.10458491468471,0.0004896337819041794,77208.51867533711,77336.5546875,120.828125,-11.07042213791939,77793.94415440594,native,64,64,context_aware,all_answer_tokens
gsm8k,9,0.6457651872696621,-11.405658694357015,0.0005260686572921715,75299.64529613708,73045.21875,120.828125,-11.393785759254738,73762.92855867915,native,64,64,context_aware,all_answer_tokens
gsm8k,10,0.7748402723121324,-10.827334449767967,0.0007229825394081519,67252.17429230138,59107.71875,120.828125,-10.682535239977714,65503.165374677,native,64,64,context_aware,all_answer_tokens
gsm8k,11,0.5359959630790226,-10.745877979091958,0.0007668275612829371,67872.03986905683,60478.8125,120.828125,-10.667622566223145,67067.67026342452,native,64,64,context_aware,all_answer_tokens
gsm8k,12,0.8576587541781737,-9.555844928784897,0.0009658227309644828,51034.77739320682,35439.8046875,120.828125,-9.496654199094188,50498.803398926655,native,64,64,context_aware,all_answer_tokens
gsm8k,13,1.0164080957129369,-9.090772642843948,0.0013891810238099273,41430.575289817185,22217.625,120.828125,-9.02397771956411,39289.89406179138,native,64,64,context_aware,all_answer_tokens
gsm8k,14,0.9389053122980836,-8.343007677074947,0.0014992147159732802,37710.39601717783,17679.1875,120.828125,-8.257203959619828,36294.813836980575,native,64,64,context_aware,all_answer_tokens
gsm8k,15,0.9655057724377876,-8.198484652102653,0.0016185873464407148,34746.0924511204,14815.3203125,120.828125,-8.136313770138702,32956.9343234109,native,64,64,context_aware,all_answer_tokens
gsm8k,16,1.1476028984624131,-7.617932486189695,0.0025722461397492337,27382.02614716025,8550.5703125,120.828125,-7.608969820285603,25972.800060569352,native,64,64,context_aware,all_answer_tokens
gsm8k,17,1.3769335711172215,-7.23765191395045,0.0038233628137340904,22537.637243569894,5719.59375,120.828125,-7.185744975724097,21701.643341307816,native,64,64,context_aware,all_answer_tokens
gsm8k,18,1.7882137509496296,-6.745415070202701,0.007060200257736121,16991.21886068756,2589.9375,120.828125,-6.719275839315879,16883.329053797297,native,64,64,context_aware,all_answer_tokens
gsm8k,19,2.094535957515117,-6.466155206447493,0.00926837524812773,12853.246194080464,1537.703125,120.828125,-6.501855684874488,12142.301715686273,native,64,64,context_aware,all_answer_tokens
gsm8k,20,2.6588701538110864,-6.16095536529209,0.018280111462412537,10786.655233768824,816.546875,120.828125,-6.161948771708721,10558.082012355731,native,64,64,context_aware,all_answer_tokens
gsm8k,21,3.0771875659479444,-5.728118081677569,0.025843100453609248,10053.699706039242,531.8984375,120.828125,-5.817913941959981,9252.112433862434,native,64,64,context_aware,all_answer_tokens
gsm8k,22,4.790136885013041,-4.928654505480329,0.07820290694415938,6916.48492892374,124.8671875,120.828125,-4.981311079155326,6745.039537126326,native,64,64,context_aware,all_answer_tokens
gsm8k,23,6.206880129065496,-4.471250360371827,0.13416543116059035,4108.1773053190545,24.6171875,120.828125,-4.470453277191559,4114.28095657277,native,64,64,context_aware,all_answer_tokens
gsm8k,24,7.2318263973705745,-3.3494603756124772,0.2013392299352605,2172.676903490035,7.6171875,120.828125,-3.413625047129279,1770.905541905542,native,64,64,context_aware,all_answer_tokens
gsm8k,25,8.069398037251915,-3.1579034080372317,0.22130829413394967,1237.3525278885395,5.296875,120.828125,-3.20064629509206,888.871856136821,native,64,64,context_aware,all_answer_tokens
gsm8k,26,8.690033299837863,-2.5823054743770886,0.28137723143977245,936.1489175403074,3.3828125,120.828125,-2.6566463321834415,658.7754303599374,native,64,64,context_aware,all_answer_tokens
gsm8k,27,9.977821593889411,-1.9845596849341471,0.34669469951398524,1146.0125685796268,2.3046875,120.828125,-2.04284343013057,920.3500069185001,native,64,64,context_aware,all_answer_tokens
gsm8k,28,11.370810077453648,-1.9126073123072311,0.38909237777116046,540.0861395969679,2.0078125,120.828125,-1.9636177927725968,357.3882400555042,native,64,64,context_aware,all_answer_tokens
gsm8k,29,13.530490862340306,-0.763716441967004,0.5001328370054762,223.8640019654841,1.171875,120.828125,-0.7252554845328283,111.52221060883198,native,64,64,context_aware,all_answer_tokens
gsm8k,30,14.474894452298859,-0.08201887735038799,0.544726841251495,171.79957983886237,1.0390625,120.828125,-0.13580729166666666,79.26202559576346,native,64,64,context_aware,all_answer_tokens
